"","COM","n"
"1663","07068",4
"1664","07069",8
"1665","07070",10
"1666","07071",3
"1667","07072",11
"1668","07073",4
"1669","07075",2
"1670","07076",19
"1671","07077",2
"1672","07078",21
"1673","07079",14
"1674","07080",4
"1675","07081",1
"1676","07083",1
"1677","07084",7
"1678","07085",2
"1679","07086",6
"1680","07087",2
"1681","07088",1
"1682","07089",12
"1683","07090",9
"1684","07091",6
"1685","07092",2
"1686","07093",2
"1687","07094",4
"1688","07095",3
"1689","07096",3
"1690","07097",6
"1691","07098",1
"1692","07099",2
"1693","07100",3
"1694","07101",6
"1695","07102",64
"1696","07103",5
"1697","07106",1
"1698","07107",12
"1699","07109",7
"1700","07110",21
"1701","07111",4
"1702","07112",5
"1703","07113",4
"1704","07114",5
"1705","07115",7
"1706","07116",10
"1707","07117",26
"1708","07122",21
"1709","07126",8
"1710","07127",13
"1711","07128",6
"1712","07129",18
"1713","07130",2
"1714","07131",4
"1715","07132",12
"1716","07133",4
"1717","07134",5
"1718","07136",1
"1719","07138",23
"1720","07140",5
"1721","07141",3
"1722","07143",7
"1723","07145",9
"1724","07146",7
"1725","07147",3
"1726","07149",1
"1727","07151",1
"1728","07152",7
"1729","07153",4
"1730","07155",7
"1731","07156",11
"1732","07157",6
"1733","07159",5
"1734","07160",1
"1735","07161",7
"1736","07162",2
"1737","07166",1
"1738","07167",8
"1739","07168",4
"1740","07169",3
"1741","07170",1
"1742","07171",6
"1743","07172",23
"1744","07174",3
"1745","07175",1
"1746","07176",5
"1747","07177",3
"1748","07178",4
"1749","07181",18
"1750","07182",10
"1751","07183",4
"1752","07184",4
"1753","07185",4
"1754","07186",49
"1755","07187",3
"1756","07188",9
"1757","07189",6
"1758","07190",3
"1759","07191",12
"1760","07192",2
"1761","07194",4
"1762","07195",1
"1763","07196",5
"1764","07197",14
"1765","07198",7
"1766","07199",10
"1767","07200",1
"1768","07201",29
"1769","07202",2
"1770","07203",1
"1771","07204",9
"1772","07205",9
"1773","07207",6
"1774","07210",2
"1775","07211",2
"1776","07212",1
"1777","07213",2
"1778","07214",2
"1779","07215",2
"1780","07216",2
"1781","07217",4
"1782","07218",2
"1783","07219",1
"1784","07220",1
"1785","07221",3
"1786","07222",1
"1787","07223",1
"1788","07224",2
"1789","07225",9
"1790","07227",5
"1791","07228",3
"1792","07229",14
"1793","07230",5
"1794","07231",21
"1795","07232",2
"1796","07233",1
"1797","07235",1
"1798","07236",6
"1799","07237",2
"1800","07238",1
"1801","07239",1
"1802","07240",15
"1803","07241",13
"1804","07243",1
"1805","07244",1
"1806","07245",17
"1807","07247",9
"1808","07248",1
"1809","07249",1
"1810","07250",3
"1811","07251",2
"1812","07252",2
"1813","07253",3
"1814","07254",6
"1815","07255",9
"1816","07256",3
"1817","07258",2
"1818","07259",11
"1819","07260",4
"1820","07261",8
"1821","07262",1
"1822","07263",1
"1823","07264",19
"1824","07265",4
"1825","07266",1
"1826","07267",1
"1827","07268",12
"1828","07269",7
"1829","07270",2
"1830","07272",3
"1831","07273",2
"1832","07274",4
"1833","07276",3
"1834","07277",1
"1835","07278",4
"1836","07279",17
"1837","07280",9
"1838","07281",59
"1839","07282",7
"1840","07284",4
"1841","07285",1
"1842","07286",1
"1843","07287",4
"1844","07288",5
"1845","07289",12
"1846","07291",6
"1847","07292",10
"1848","07293",9
"1849","07294",6
"1850","07295",7
"1851","07296",14
"1852","07297",2
"1853","07298",10
"1854","07300",6
"1855","07301",5
"1856","07302",6
"1857","07303",2
"1858","07304",13
"1859","07305",1
"1860","07306",3
"1861","07307",5
"1862","07308",9
"1863","07309",10
"1864","07310",6
"1865","07311",3
"1866","07312",3
"1867","07313",13
"1868","07314",1
"1869","07315",6
"1870","07316",24
"1871","07317",10
"1872","07318",2
"1873","07319",57
"1874","07322",6
"1875","07323",17
"1876","07324",55
"1877","07325",14
"1878","07326",2
"1879","07327",6
"1880","07328",11
"1881","07329",3
"1882","07330",39
"1883","07331",36
"1884","07332",5
"1885","07333",3
"1886","07334",24
"1887","07336",4
"1888","07337",11
"1889","07338",11
"1890","07339",19
"1891","07340",11
"1892","07341",16
"1893","07342",6
"1894","07343",8
"1895","07344",6
"1896","07345",4
"1897","07346",25
"1898","07347",4
"1899","07348",11
"1900","07349",28
"1901","08001",4
"1902","08003",3
"1903","08004",1
"1904","08006",2
"1905","08008",3
"1906","08013",1
"1907","08016",1
"1908","08020",1
"1909","08022",2
"1910","08024",10
"1911","08025",6
"1912","08028",3
"1913","08034",2
"1914","08037",4
"1915","08038",1
"1916","08040",10
"1917","08043",7
"1918","08045",2
"1919","08046",2
"1920","08048",3
"1921","08049",1
"1922","08052",1
"1923","08053",9
"1924","08055",2
"1925","08058",1
"1926","08060",2
"1927","08062",2
"1928","08063",1
"1929","08064",3
"1930","08067",4
"1931","08069",1
"1932","08070",4
"1933","08071",3
"1934","08075",1
"1935","08076",6
"1936","08078",4
"1937","08081",20
"1938","08083",1
"1939","08088",1
"1940","08089",2
"1941","08090",14
"1942","08092",2
"1943","08096",3
"1944","08097",2
"1945","08099",1
"1946","08100",1
"1947","08102",1
"1948","08103",1
"1949","08105",163
"1950","08107",4
"1951","08110",1
"1952","08111",4
"1953","08113",4
"1954","08115",1
"1955","08116",5
"1956","08120",1
"1957","08122",5
"1958","08124",1
"1959","08125",2
"1960","08126",3
"1961","08128",1
"1962","08134",1
"1963","08136",1
"1964","08137",6
"1965","08139",1
"1966","08140",5
"1967","08141",1
"1968","08142",5
"1969","08143",1
"1970","08145",17
"1971","08147",2
"1972","08148",1
"1973","08150",1
"1974","08151",1
"1975","08153",1
"1976","08154",1
"1977","08156",1
"1978","08158",1
"1979","08160",2
"1980","08162",2
"1981","08163",3
"1982","08164",1
"1983","08165",1
"1984","08166",2
"1985","08169",1
"1986","08170",1
"1987","08171",2
"1988","08172",1
"1989","08173",5
"1990","08174",7
"1991","08179",2
"1992","08180",8
"1993","08183",1
"1994","08185",9
"1995","08186",1
"1996","08187",1
"1997","08188",5
"1998","08189",1
"1999","08190",34
"2000","08191",5
"2001","08194",4
"2002","08196",1
"2003","08198",2
"2004","08199",6
"2005","08200",1
"2006","08202",2
"2007","08203",5
"2008","08206",5
"2009","08207",1
"2010","08209",1
"2011","08210",1
"2012","08212",3
"2013","08214",2
"2014","08216",1
"2015","08218",2
"2016","08220",2
"2017","08222",5
"2018","08226",2
"2019","08228",1
"2020","08230",6
"2021","08234",1
"2022","08237",1
"2023","08239",9
"2024","08243",1
"2025","08247",1
"2026","08248",2
"2027","08251",1
"2028","08252",1
"2029","08254",3
"2030","08255",1
"2031","08257",1
"2032","08259",1
"2033","08260",4
"2034","08262",5
"2035","08263",5
"2036","08264",2
"2037","08269",1
"2038","08274",1
"2039","08276",4
"2040","08277",1
"2041","08280",2
"2042","08282",5
"2043","08283",1
"2044","08284",2
"2045","08286",1
"2046","08288",1
"2047","08289",5
"2048","08294",1
"2049","08295",1
"2050","08297",2
"2051","08298",7
"2052","08302",5
"2053","08303",3
"2054","08305",2
"2055","08308",1
"2056","08311",10
"2057","08312",2
"2058","08313",1
"2059","08314",4
"2060","08316",3
"2061","08317",2
"2062","08319",2
"2063","08320",3
"2064","08321",1
"2065","08322",3
"2066","08323",1
"2067","08327",6
"2068","08328",20
"2069","08329",3
"2070","08330",3
"2071","08331",3
"2072","08333",1
"2073","08334",1
"2074","08336",1
"2075","08340",1
"2076","08341",8
"2077","08343",4
"2078","08344",1
"2079","08346",8
"2080","08347",2
"2081","08348",1
"2082","08350",1
"2083","08352",3
"2084","08353",3
"2085","08354",7
"2086","08355",4
"2087","08357",4
"2088","08358",2
"2089","08360",1
"2090","08361",4
"2091","08362",36
"2092","08363",21
"2093","08364",2
"2094","08365",10
"2095","08366",1
"2096","08367",9
"2097","08368",2
"2098","08370",3
"2099","08373",1
"2100","08375",1
"2101","08377",1
"2102","08380",1
"2103","08381",4
"2104","08385",3
"2105","08386",1
"2106","08387",2
"2107","08388",1
"2108","08389",3
"2109","08390",1
"2110","08394",1
"2111","08395",2
"2112","08396",1
"2113","08397",1
"2114","08400",3
"2115","08402",7
"2116","08403",6
"2117","08405",1
"2118","08406",4
"2119","08409",63
"2120","08412",1
"2121","08415",2
"2122","08416",1
"2123","08417",1
"2124","08418",2
"2125","08419",5
"2126","08420",9
"2127","08427",1
"2128","08428",1
"2129","08429",2
"2130","08432",2
"2131","08433",1
"2132","08435",8
"2133","08436",2
"2134","08437",1
"2135","08439",1
"2136","08446",1
"2137","08448",2
"2138","08449",7
"2139","08450",1
"2140","08451",2
"2141","08452",1
"2142","08454",1
"2143","08457",8
"2144","08461",1
"2145","08463",1
"2146","08464",1
"2147","08467",1
"2148","08468",1
"2149","08470",1
"2150","08472",2
"2151","08476",2
"2152","08478",1
"2153","08480",16
"2154","08483",2
"2155","08486",5
"2156","08487",9
"2157","08488",16
"2158","08489",1
"2159","08490",21
"2160","08491",18
"2161","08492",1
"2162","08494",2
"2163","08497",4
"2164","08498",3
"2165","08499",1
"2166","08503",1
"2167","09001",1
"2168","09002",7
"2169","09003",3
"2170","09005",4
"2171","09006",1
"2172","09009",5
"2173","09013",1
"2174","09014",2
"2175","09015",4
"2176","09017",3
"2177","09018",2
"2178","09019",3
"2179","09022",2
"2180","09023",1
"2181","09024",1
"2182","09025",1
"2183","09026",1
"2184","09027",1
"2185","09028",1
"2186","09029",3
"2187","09030",2
"2188","09032",15
"2189","09034",1
"2190","09035",1
"2191","09037",3
"2192","09038",5
"2193","09039",6
"2194","09040",5
"2195","09041",2
"2196","09042",9
"2197","09043",5
"2198","09044",2
"2199","09047",8
"2200","09048",2
"2201","09049",1
"2202","09050",1
"2203","09051",3
"2204","09052",1
"2205","09053",1
"2206","09054",3
"2207","09055",2
"2208","09056",5
"2209","09057",5
"2210","09058",1
"2211","09059",2
"2212","09060",8
"2213","09061",5
"2214","09063",3
"2215","09065",4
"2216","09066",2
"2217","09068",4
"2218","09069",1
"2219","09070",3
"2220","09071",2
"2221","09072",1
"2222","09073",2
"2223","09074",3
"2224","09075",3
"2225","09076",5
"2226","09077",3
"2227","09079",7
"2228","09080",7
"2229","09081",3
"2230","09082",5
"2231","09084",1
"2232","09085",4
"2233","09086",2
"2234","09091",3
"2235","09095",2
"2236","09096",2
"2237","09098",1
"2238","09099",1
"2239","09101",4
"2240","09102",2
"2241","09103",6
"2242","09104",8
"2243","09105",3
"2244","09106",3
"2245","09107",7
"2246","09108",3
"2247","09109",3
"2248","09110",2
"2249","09111",1
"2250","09113",4
"2251","09116",1
"2252","09117",1
"2253","09119",3
"2254","09120",4
"2255","09121",2
"2256","09122",67
"2257","09124",7
"2258","09125",2
"2259","09126",1
"2260","09128",2
"2261","09129",1
"2262","09130",11
"2263","09132",3
"2264","09137",2
"2265","09138",4
"2266","09139",3
"2267","09140",5
"2268","09141",1
"2269","09142",1
"2270","09145",3
"2271","09147",2
"2272","09148",2
"2273","09149",1
"2274","09150",3
"2275","09153",3
"2276","09157",17
"2277","09158",4
"2278","09159",2
"2279","09160",32
"2280","09161",5
"2281","09164",5
"2282","09167",17
"2283","09168",2
"2284","09170",1
"2285","09173",1
"2286","09174",2
"2287","09177",2
"2288","09181",12
"2289","09182",12
"2290","09185",22
"2291","09187",1
"2292","09188",12
"2293","09190",3
"2294","09192",1
"2295","09194",30
"2296","09197",1
"2297","09198",4
"2298","09199",8
"2299","09200",2
"2300","09202",2
"2301","09203",1
"2302","09204",2
"2303","09205",2
"2304","09206",9
"2305","09207",12
"2306","09209",9
"2307","09210",3
"2308","09211",2
"2309","09212",1
"2310","09213",1
"2311","09214",5
"2312","09215",1
"2313","09217",1
"2314","09219",1
"2315","09220",2
"2316","09221",4
"2317","09223",8
"2318","09224",4
"2319","09225",97
"2320","09227",4
"2321","09229",1
"2322","09230",1
"2323","09231",1
"2324","09232",3
"2325","09233",1
"2326","09234",1
"2327","09235",6
"2328","09236",2
"2329","09238",7
"2330","09241",2
"2331","09242",1
"2332","09243",1
"2333","09244",6
"2334","09245",8
"2335","09246",6
"2336","09247",1
"2337","09249",2
"2338","09250",1
"2339","09251",1
"2340","09253",3
"2341","09254",2
"2342","09257",5
"2343","09258",3
"2344","09259",3
"2345","09261",47
"2346","09262",1
"2347","09264",14
"2348","09265",16
"2349","09268",11
"2350","09269",1
"2351","09270",1
"2352","09271",4
"2353","09272",5
"2354","09273",2
"2355","09274",3
"2356","09275",4
"2357","09276",3
"2358","09277",5
"2359","09279",1
"2360","09280",11
"2361","09281",3
"2362","09282",35
"2363","09283",2
"2364","09284",3
"2365","09285",7
"2366","09289",5
"2367","09290",3
"2368","09291",1
"2369","09292",1
"2370","09293",14
"2371","09295",1
"2372","09296",2
"2373","09298",2
"2374","09299",2
"2375","09301",15
"2376","09302",1
"2377","09303",5
"2378","09305",1
"2379","09306",19
"2380","09307",3
"2381","09308",3
"2382","09309",2
"2383","09312",20
"2384","09314",3
"2385","09316",2
"2386","09318",1
"2387","09319",2
"2388","09322",2
"2389","09323",1
"2390","09324",27
"2391","09326",2
"2392","09327",2
"2393","09328",1
"2394","09329",4
"2395","09331",3
"2396","09332",21
"2397","09334",5
"2398","09335",3
"2399","09336",4
"2400","09338",1
"2401","09339",4
"2402","09340",1
"2403","09341",1
"2404","09342",2
"2405","10002",1
"2406","10003",13
"2407","10005",1
"2408","10006",19
"2409","10009",1
"2410","10011",1
"2411","10014",2
"2412","10015",3
"2413","10018",5
"2414","10020",5
"2415","10021",2
"2416","10022",1
"2417","10024",1
"2418","10030",11
"2419","10031",6
"2420","10032",3
"2421","10033",23
"2422","10034",12
"2423","10035",2
"2424","10037",7
"2425","10039",1
"2426","10040",1
"2427","10042",2
"2428","10043",1
"2429","10049",3
"2430","10051",6
"2431","10052",3
"2432","10053",1
"2433","10055",1
"2434","10058",3
"2435","10060",23
"2436","10062",2
"2437","10063",2
"2438","10064",17
"2439","10065",1
"2440","10066",2
"2441","10067",9
"2442","10069",1
"2443","10070",3
"2444","10072",1
"2445","10074",1
"2446","10075",1
"2447","10076",3
"2448","10077",1
"2449","10080",3
"2450","10081",76
"2451","10083",2
"2452","10084",9
"2453","10086",1
"2454","10089",2
"2455","10090",2
"2456","10091",1
"2457","10092",1
"2458","10094",2
"2459","10095",2
"2460","10096",4
"2461","10098",4
"2462","10099",7
"2463","10100",10
"2464","10101",3
"2465","10104",1
"2466","10107",1
"2467","10108",1
"2468","10110",8
"2469","10111",1
"2470","10112",2
"2471","10113",3
"2472","10114",1
"2473","10115",15
"2474","10116",1
"2475","10117",3
"2476","10118",1
"2477","10120",3
"2478","10121",2
"2479","10122",2
"2480","10123",8
"2481","10124",3
"2482","10127",1
"2483","10129",1
"2484","10130",2
"2485","10131",3
"2486","10132",2
"2487","10133",1
"2488","10135",1
"2489","10139",1
"2490","10140",9
"2491","10141",4
"2492","10142",11
"2493","10143",1
"2494","10146",2
"2495","10148",2
"2496","10149",1
"2497","10150",1
"2498","10151",2
"2499","10153",3
"2500","10156",1
"2501","10157",1
"2502","10158",3
"2503","10164",1
"2504","10165",1
"2505","10166",4
"2506","10170",3
"2507","10171",1
"2508","10172",1
"2509","10173",4
"2510","10174",1
"2511","10175",1
"2512","10176",2
"2513","10177",1
"2514","10178",1
"2515","10179",2
"2516","10180",1
"2517","10182",2
"2518","10185",1
"2519","10186",5
"2520","10187",1
"2521","10188",1
"2522","10190",5
"2523","10191",12
"2524","10193",1
"2525","10194",2
"2526","10196",2
"2527","10199",2
"2528","10200",4
"2529","10202",1
"2530","10203",2
"2531","10205",1
"2532","10207",1
"2533","10209",10
"2534","10210",1
